timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
16626,1.11,-1.17,9.05,-0.13,0.51,0.12,-4.76,11.06,-86.44
16633,1.19,-1.14,9.08,-0.13,0.51,0.12,-5.51,12.48,-89.94
16640,1.26,-1.13,9.15,-0.08,0.50,0.07,-3.89,11.85,-89.71
16647,1.34,-1.12,9.21,-0.05,0.50,0.03,-3.89,11.43,-89.56
16654,1.40,-1.18,9.35,-0.03,0.50,0.01,-4.17,11.03,-90.02
16661,1.42,-1.18,9.41,-0.03,0.50,0.01,-3.99,11.06,-89.51
16668,1.33,-1.15,9.51,-0.02,0.50,0.00,-3.90,11.09,-89.65
16675,1.25,-1.14,9.56,-0.02,0.50,0.01,-3.68,10.48,-88.72
16682,1.03,-1.11,9.68,-0.02,0.51,0.01,-3.84,10.79,-88.29
16689,0.90,-1.08,9.75,-0.02,0.51,0.01,-3.57,10.48,-89.35
16696,0.61,-1.01,9.94,-0.03,0.51,0.00,-3.17,10.67,-89.77
16703,0.45,-1.03,10.05,-0.04,0.50,-0.02,-2.91,10.95,-89.99
16710,0.24,-0.98,10.21,-0.06,0.49,-0.05,-3.10,10.45,-89.46
16717,0.25,-0.93,10.20,-0.06,0.49,-0.05,-2.69,10.57,-88.98
16724,0.21,-0.81,10.15,-0.08,0.47,-0.09,-2.38,10.48,-85.71
16731,0.22,-0.79,10.09,-0.10,0.46,-0.13,-2.47,12.70,-85.15
16738,0.40,-0.84,9.86,-0.12,0.44,-0.16,-2.84,13.14,-87.84
16745,0.53,-0.93,9.75,-0.12,0.44,-0.16,-1.87,11.18,-89.40
16752,0.68,-1.12,9.64,-0.13,0.43,-0.20,-2.03,11.43,-89.55
16759,0.72,-1.15,9.61,-0.13,0.43,-0.23,-2.00,11.17,-88.67
16766,0.72,-1.20,9.65,-0.11,0.44,-0.24,-1.87,11.02,-89.08
16773,0.75,-1.21,9.65,-0.11,0.44,-0.24,-1.87,11.25,-86.00
16780,0.70,-1.28,9.73,-0.10,0.44,-0.25,-2.21,12.31,-88.56
16787,0.68,-1.29,9.73,-0.08,0.44,-0.24,-1.27,10.77,-88.70
16794,0.64,-1.23,9.71,-0.08,0.43,-0.24,-1.17,11.05,-87.88
16801,0.61,-1.18,9.67,-0.08,0.43,-0.24,-1.17,11.24,-88.02
16808,0.53,-1.18,9.61,-0.08,0.42,-0.24,-0.92,11.01,-88.38
16815,0.48,-1.22,9.58,-0.08,0.41,-0.24,-0.86,11.39,-88.32
16822,0.38,-1.26,9.51,-0.08,0.41,-0.25,-1.14,10.96,-88.45
16829,0.34,-1.33,9.48,-0.08,0.41,-0.25,-2.03,12.23,-83.25
16836,0.22,-1.50,9.51,-0.07,0.40,-0.26,-1.68,10.57,-89.05
16843,0.14,-1.56,9.56,-0.06,0.40,-0.28,-0.99,10.74,-89.92
16850,0.06,-1.56,9.71,-0.04,0.39,-0.29,-0.94,11.20,-89.05
16857,0.05,-1.53,9.78,-0.04,0.39,-0.29,-0.32,11.56,-88.86
16864,0.11,-1.47,9.81,-0.03,0.39,-0.30,0.12,11.60,-89.46
16871,0.13,-1.40,9.82,-0.01,0.38,-0.30,0.19,11.43,-85.19
16878,0.22,-1.25,9.80,-0.00,0.38,-0.30,-0.42,13.14,-88.26
16885,0.29,-1.16,9.74,-0.00,0.38,-0.30,-0.04,10.96,-88.94
16892,0.40,-1.05,9.65,0.01,0.37,-0.29,0.03,11.34,-88.13
16899,0.39,-1.06,9.66,0.02,0.38,-0.29,0.38,11.46,-88.32
16906,0.36,-1.10,9.69,0.03,0.39,-0.27,0.22,11.58,-88.18
16913,0.32,-1.09,9.75,0.03,0.39,-0.27,0.32,10.93,-88.23
16920,0.24,-1.02,9.86,0.05,0.40,-0.25,0.70,10.87,-87.97
16927,0.20,-0.98,9.92,0.07,0.41,-0.22,0.25,12.69,-84.41
16934,0.12,-0.87,10.01,0.08,0.41,-0.18,0.72,11.58,-88.92
16941,0.08,-0.88,10.08,0.08,0.41,-0.18,0.99,11.06,-88.76
16948,0.07,-0.90,10.07,0.07,0.40,-0.15,1.59,10.26,-88.66
16955,0.05,-0.92,10.07,0.06,0.39,-0.12,1.13,11.30,-88.75
16962,0.11,-1.03,10.01,0.05,0.38,-0.10,1.48,10.92,-89.58
16969,0.15,-1.07,9.96,0.05,0.38,-0.10,1.59,11.84,-84.76
16976,0.30,-1.19,9.79,0.03,0.37,-0.08,1.17,11.77,-88.66
16983,0.38,-1.22,9.73,0.02,0.36,-0.07,2.06,11.24,-89.39
16990,0.49,-1.13,9.63,0.03,0.35,-0.06,1.96,10.73,-88.89
16997,0.52,-1.03,9.62,0.03,0.35,-0.06,2.02,10.51,-88.47
17004,0.52,-0.87,9.60,0.05,0.35,-0.04,2.25,10.49,-88.51
17011,0.51,-0.81,9.59,0.05,0.35,-0.02,2.29,10.41,-88.64
17018,0.41,-0.77,9.55,0.05,0.36,0.01,2.27,10.27,-85.90
17025,0.36,-0.77,9.52,0.05,0.36,0.01,1.78,11.62,-85.31
17032,0.14,-0.88,9.48,0.05,0.36,0.06,2.92,10.20,-88.13
17039,0.06,-1.00,9.43,0.04,0.37,0.12,2.81,10.45,-88.57
17046,-0.15,-1.15,9.38,0.04,0.37,0.17,2.54,10.23,-89.39
17053,-0.30,-1.21,9.41,0.04,0.37,0.17,2.46,10.29,-88.92
17060,-0.48,-1.30,9.42,0.05,0.37,0.21,2.27,10.17,-89.23
17067,-0.52,-1.33,9.43,0.07,0.35,0.23,2.56,12.12,-84.89
17074,-0.60,-1.28,9.48,0.09,0.33,0.22,2.32,10.76,-88.82
17081,-0.61,-1.21,9.51,0.09,0.33,0.22,3.33,10.77,-89.13
17088,-0.54,-1.05,9.55,0.11,0.31,0.20,3.00,10.71,-89.45
