timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
62987,0.66,0.72,9.84,0.04,-0.01,-0.06,-0.01,1.17,-88.32
62994,0.66,0.69,9.84,0.04,-0.00,-0.05,-1.05,2.78,-88.60
63001,0.65,0.70,9.83,0.04,-0.00,-0.04,-0.18,1.11,-91.27
63008,0.65,0.68,9.81,0.04,-0.00,-0.04,0.09,0.58,-91.52
63015,0.65,0.69,9.81,0.04,0.00,-0.03,-0.42,0.88,-91.17
63022,0.64,0.71,9.81,0.04,0.00,-0.03,0.10,0.77,-91.70
63029,0.63,0.73,9.81,0.04,0.00,-0.03,0.10,1.11,-91.33
63036,0.63,0.73,9.80,0.04,0.00,-0.03,-0.26,3.33,-88.40
63043,0.65,0.76,9.81,0.04,0.00,-0.02,-0.06,1.21,-92.11
63050,0.65,0.74,9.81,0.04,0.00,-0.01,0.22,1.01,-91.83
63057,0.65,0.73,9.81,0.04,0.00,-0.01,-0.44,1.20,-91.11
63064,0.65,0.74,9.83,0.04,0.00,-0.01,0.42,1.17,-91.03
63071,0.66,0.71,9.84,0.04,0.00,-0.00,0.53,1.48,-91.13
63078,0.66,0.72,9.85,0.04,0.01,0.00,0.29,0.94,-91.13
63085,0.65,0.73,9.86,0.04,0.01,0.01,0.13,0.58,-87.09
63092,0.64,0.73,9.87,0.04,0.01,0.01,-0.22,2.46,-90.53
63099,0.63,0.72,9.86,0.03,0.01,0.02,0.37,0.85,-91.27
63106,0.62,0.72,9.88,0.03,0.01,0.03,0.41,0.85,-90.62
63113,0.59,0.73,9.88,0.02,0.01,0.04,0.45,0.99,-91.23
63120,0.58,0.74,9.89,0.02,0.01,0.04,-0.06,1.04,-90.37
63127,0.52,0.80,9.86,0.02,0.01,0.04,0.20,0.99,-91.14
63134,0.51,0.80,9.84,0.02,0.02,0.05,0.07,0.58,-90.79
63141,0.47,0.75,9.80,0.01,0.02,0.05,-1.01,1.77,-90.75
63148,0.46,0.72,9.79,0.01,0.02,0.05,-0.23,1.01,-91.46
63155,0.47,0.69,9.82,0.01,0.01,0.06,0.54,1.13,-91.74
63162,0.47,0.68,9.85,0.02,0.01,0.05,-0.15,1.55,-92.52
63169,0.48,0.67,9.90,0.03,0.01,0.05,0.39,1.42,-92.02
63176,0.47,0.67,9.92,0.03,0.01,0.05,0.35,1.21,-90.88
63183,0.45,0.72,10.00,0.04,0.01,0.04,-0.06,2.57,-86.52
63190,0.45,0.73,10.01,0.05,0.01,0.04,-0.67,0.85,-90.82
63197,0.44,0.77,10.02,0.05,0.01,0.04,0.20,0.75,-90.63
63204,0.46,0.77,9.99,0.05,0.01,0.04,0.47,0.79,-90.54
63211,0.50,0.77,9.95,0.04,0.01,0.04,0.34,0.39,-91.19
63218,0.52,0.76,9.91,0.04,0.01,0.04,0.60,0.23,-90.43
63225,0.57,0.75,9.87,0.04,0.01,0.04,0.61,0.66,-90.57
63232,0.57,0.74,9.84,0.04,0.01,0.04,0.77,0.29,-88.31
63239,0.58,0.75,9.82,0.04,0.01,0.04,-0.53,1.93,-89.01
63246,0.59,0.76,9.80,0.04,0.01,0.04,0.63,0.39,-91.38
63253,0.59,0.77,9.80,0.05,0.01,0.04,0.19,0.41,-92.15
63260,0.59,0.77,9.81,0.05,0.01,0.04,0.20,0.79,-91.64
63267,0.56,0.76,9.82,0.05,0.01,0.04,0.03,0.69,-91.46
63274,0.55,0.77,9.81,0.04,0.02,0.05,-0.20,1.34,-91.92
63281,0.54,0.73,9.81,0.04,0.02,0.05,-0.45,2.94,-87.50
63288,0.51,0.73,9.82,0.04,0.02,0.05,-0.01,1.17,-91.01
63295,0.46,0.73,9.81,0.04,0.02,0.06,0.47,1.34,-91.36
63302,0.44,0.72,9.81,0.04,0.02,0.06,0.20,1.10,-91.71
63309,0.40,0.71,9.82,0.04,0.02,0.06,0.23,0.77,-90.81
63316,0.39,0.73,9.82,0.04,0.02,0.06,0.00,0.48,-90.50
63323,0.36,0.75,9.85,0.04,0.02,0.05,0.51,0.32,-90.82
63330,0.35,0.78,9.85,0.05,0.02,0.04,0.28,-0.13,-87.24
63337,0.36,0.80,9.88,0.05,0.02,0.03,-0.38,2.54,-90.57
63344,0.38,0.82,9.88,0.05,0.02,0.03,0.32,0.63,-91.26
63351,0.41,0.84,9.90,0.05,0.01,0.02,-0.06,0.56,-91.44
63358,0.42,0.86,9.91,0.04,0.01,0.01,0.47,0.86,-91.25
63365,0.43,0.87,9.88,0.04,0.01,0.00,0.70,0.51,-91.30
63372,0.45,0.87,9.86,0.04,0.01,0.00,-0.04,0.51,-90.94
63379,0.45,0.88,9.86,0.03,0.01,-0.00,-0.44,1.91,-87.18
63386,0.45,0.87,9.85,0.03,0.01,-0.00,0.48,0.91,-91.57
63393,0.46,0.88,9.86,0.03,0.01,-0.00,0.29,0.73,-91.58
63400,0.47,0.86,9.87,0.03,0.01,-0.00,0.29,1.05,-90.92
63407,0.42,0.86,9.89,0.03,0.01,-0.00,0.64,0.83,-91.01
63414,0.41,0.87,9.89,0.03,0.01,-0.00,-0.03,0.66,-90.62
63421,0.36,0.84,9.89,0.03,0.01,-0.01,0.18,0.47,-90.79
63428,0.38,0.85,9.88,0.03,0.01,-0.01,0.31,1.48,-84.89
63435,0.36,0.81,9.89,0.03,0.01,-0.01,-0.50,1.21,-90.25
63442,0.36,0.81,9.87,0.02,0.00,-0.02,-0.29,0.20,-89.29
63449,0.38,0.80,9.88,0.03,0.00,-0.03,0.25,0.20,-90.31
63456,0.39,0.81,9.89,0.03,0.00,-0.03,0.16,0.76,-90.97
63463,0.41,0.85,9.89,0.03,0.00,-0.03,-0.06,0.77,-90.34
63470,0.41,0.86,9.89,0.03,-0.00,-0.04,0.67,0.98,-90.57
63477,0.46,0.86,9.90,0.03,-0.00,-0.04,0.67,0.53,-89.30
63484,0.48,0.88,9.90,0.03,-0.00,-0.04,0.47,0.53,-91.63
63491,0.51,0.87,9.87,0.03,-0.00,-0.04,0.10,0.73,-91.07
63498,0.52,0.89,9.86,0.02,-0.00,-0.04,0.31,0.94,-91.17
63505,0.56,0.87,9.84,0.02,-0.00,-0.03,0.32,1.29,-91.33
63512,0.57,0.87,9.84,0.02,-0.00,-0.03,0.34,0.85,-91.00
63519,0.57,0.84,9.84,0.02,0.00,-0.03,0.50,0.82,-91.23
63526,0.57,0.85,9.83,0.02,0.00,-0.03,0.26,2.18,-85.55
63533,0.55,0.85,9.85,0.02,0.00,-0.02,-0.67,0.70,-90.38
63540,0.56,0.85,9.84,0.02,0.00,-0.02,0.18,0.66,-90.18
63547,0.57,0.86,9.86,0.02,0.01,-0.02,0.12,0.88,-90.05
63554,0.54,0.87,9.85,0.02,0.01,-0.01,0.67,0.44,-90.81
63561,0.53,0.85,9.87,0.01,0.01,-0.01,0.10,0.44,-90.51
63568,0.51,0.86,9.86,0.01,0.01,-0.01,0.38,0.01,-90.06
63575,0.52,0.85,9.85,0.01,0.01,-0.00,0.54,0.53,-85.94
63582,0.50,0.86,9.84,0.01,0.01,-0.00,-0.96,2.48,-89.99
63589,0.48,0.87,9.85,0.01,0.01,-0.00,-0.22,0.45,-90.73
63596,0.49,0.87,9.86,0.01,0.01,-0.00,0.16,0.22,-91.03
63603,0.47,0.91,9.89,0.01,0.01,0.00,0.37,0.89,-91.08
63610,0.47,0.90,9.88,0.01,0.01,0.00,0.10,0.77,-90.94
63617,0.47,0.90,9.89,0.01,0.01,0.00,0.58,0.66,-91.17
63624,0.47,0.91,9.88,0.01,0.01,0.00,0.12,2.38,-86.73
63631,0.47,0.90,9.88,0.00,0.01,-0.00,0.19,0.34,-91.06
63638,0.44,0.90,9.87,0.00,0.01,-0.01,-0.07,0.42,-90.95
63645,0.47,0.89,9.88,-0.00,0.01,-0.01,0.10,0.34,-90.43
63652,0.46,0.91,9.86,-0.00,0.01,-0.01,0.32,-0.15,-90.78
63659,0.47,0.88,9.86,-0.00,0.01,-0.01,0.29,-0.01,-90.68
63666,0.46,0.85,9.85,-0.01,0.01,-0.01,0.13,0.41,-90.60
63673,0.49,0.84,9.86,-0.01,0.01,-0.01,-0.19,1.30,-86.00
63680,0.47,0.86,9.86,-0.01,0.01,-0.01,-0.34,1.17,-91.10
63687,0.49,0.84,9.85,-0.00,0.01,-0.00,0.72,0.26,-91.19
63694,0.47,0.83,9.84,-0.00,0.01,-0.00,0.60,-0.03,-91.19
63701,0.47,0.83,9.84,-0.00,0.01,-0.00,0.26,0.19,-91.38
63708,0.47,0.83,9.83,-0.00,0.01,-0.00,0.16,0.45,-91.04
63715,0.46,0.82,9.84,-0.00,0.01,-0.00,0.69,0.67,-88.54
63722,0.48,0.82,9.85,-0.01,0.01,-0.00,-0.44,2.24,-88.09
63729,0.49,0.86,9.85,-0.01,0.01,0.00,0.66,0.80,-91.27
63736,0.49,0.84,9.87,-0.01,0.01,0.00,0.48,1.08,-90.59
63743,0.47,0.87,9.89,-0.01,0.02,0.00,0.37,0.58,-90.63
63750,0.47,0.87,9.89,-0.01,0.02,0.01,0.94,0.75,-90.43
63757,0.47,0.86,9.89,-0.01,0.02,0.01,0.80,0.32,-89.90
63764,0.47,0.87,9.88,-0.01,0.02,0.01,0.76,0.35,-90.34
63771,0.47,0.85,9.85,-0.02,0.02,0.00,0.25,1.97,-85.60
63778,0.44,0.85,9.85,-0.02,0.02,0.00,0.20,0.64,-90.46
63785,0.41,0.83,9.82,-0.02,0.02,0.00,0.53,0.61,-90.94
63792,0.38,0.83,9.81,-0.02,0.02,0.00,0.31,0.60,-91.30
63799,0.38,0.83,9.84,-0.02,0.02,0.00,-0.10,0.37,-90.47
63806,0.36,0.84,9.86,-0.02,0.02,0.00,0.06,0.61,-90.79
63813,0.40,0.87,9.90,-0.02,0.02,0.01,-0.07,0.37,-87.46
63820,0.41,0.90,9.90,-0.02,0.02,0.01,-0.82,1.89,-90.56
63827,0.43,0.93,9.92,-0.02,0.01,0.00,0.15,0.69,-91.87
63834,0.45,0.92,9.93,-0.03,0.01,0.00,0.41,1.29,-91.20
63841,0.46,0.92,9.90,-0.04,0.01,0.00,0.45,1.23,-91.23
63848,0.48,0.90,9.87,-0.04,0.01,0.00,0.51,1.17,-90.41
63855,0.49,0.87,9.84,-0.04,0.01,0.01,0.23,1.13,-90.75
63862,0.47,0.83,9.84,-0.04,0.02,0.02,0.34,0.69,-90.49
63869,0.48,0.80,9.82,-0.04,0.02,0.02,0.01,2.66,-85.59
63876,0.44,0.78,9.82,-0.04,0.02,0.02,0.51,0.88,-90.84
63883,0.39,0.77,9.84,-0.04,0.02,0.03,0.92,0.99,-90.51
63890,0.39,0.77,9.84,-0.03,0.02,0.04,0.77,0.91,-89.93
63897,0.37,0.76,9.87,-0.03,0.02,0.04,1.11,0.64,-89.97
63904,0.35,0.75,9.87,-0.03,0.02,0.04,0.86,1.24,-90.38
63911,0.33,0.76,9.87,-0.03,0.02,0.04,0.41,1.23,-90.85
63918,0.31,0.73,9.85,-0.03,0.01,0.04,-0.12,1.53,-85.41
63925,0.32,0.73,9.87,-0.03,0.01,0.03,3.54,1.07,-90.95
63932,0.33,0.72,9.87,-0.03,0.01,0.03,0.70,0.94,-91.01
63939,0.35,0.71,9.88,-0.02,0.01,0.02,0.80,1.42,-91.46
63946,0.37,0.71,9.88,-0.02,0.01,0.01,0.94,1.62,-91.03
63953,0.38,0.70,9.88,-0.02,0.01,0.00,0.86,1.59,-90.49
63960,0.39,0.70,9.87,-0.02,0.01,0.00,0.77,1.20,-88.88
63967,0.40,0.68,9.86,-0.02,0.01,-0.00,0.07,1.70,-86.07
63974,0.41,0.68,9.86,-0.02,0.01,-0.00,0.80,0.92,-90.27
63981,0.42,0.64,9.85,-0.02,0.00,-0.00,1.05,1.02,-90.89
63988,0.43,0.64,9.85,-0.02,0.00,-0.00,1.08,0.79,-90.63
63995,0.41,0.64,9.84,-0.02,0.01,-0.00,0.61,0.39,-90.16
64002,0.38,0.62,9.84,-0.02,0.00,-0.00,0.99,0.51,-90.25
64009,0.40,0.63,9.82,-0.02,0.00,-0.00,0.79,0.75,-90.38
64016,0.40,0.64,9.82,-0.02,0.00,-0.00,0.67,2.28,-85.98
64023,0.40,0.65,9.82,-0.01,0.00,-0.00,0.42,0.53,-90.73
64030,0.39,0.67,9.85,-0.01,0.00,0.00,0.63,0.41,-90.95
64037,0.41,0.71,9.87,-0.00,0.00,0.00,0.56,1.10,-91.80
64044,0.44,0.68,9.88,-0.00,0.00,0.00,0.58,1.01,-91.39
64051,0.46,0.71,9.88,-0.00,0.00,0.01,0.44,1.15,-91.19
64058,0.47,0.71,9.88,-0.01,0.00,0.01,0.80,0.95,-87.23
64065,0.45,0.70,9.87,-0.01,0.00,0.01,-0.31,2.47,-88.32
64072,0.43,0.71,9.85,-0.01,0.00,0.01,0.61,0.91,-91.10
64079,0.43,0.70,9.84,-0.01,0.00,0.02,0.79,0.86,-91.00
64086,0.42,0.70,9.85,-0.01,0.00,0.03,0.82,0.75,-91.11
64093,0.43,0.71,9.85,-0.01,0.00,0.04,0.99,0.75,-90.34
64100,0.44,0.69,9.85,-0.01,0.00,0.04,1.10,0.72,-89.74
64107,0.42,0.70,9.86,-0.01,0.00,0.04,1.17,0.72,-90.13
64114,0.41,0.70,9.87,-0.01,0.00,0.04,0.25,2.60,-87.07
64121,0.41,0.69,9.88,-0.01,0.00,0.04,0.80,0.41,-90.05
64128,0.40,0.69,9.87,-0.01,0.00,0.04,0.83,0.67,-90.32
64135,0.40,0.70,9.87,-0.01,0.00,0.04,1.13,0.60,-89.84
64142,0.38,0.68,9.86,-0.01,0.00,0.03,0.99,0.82,-90.30
64149,0.37,0.66,9.85,-0.01,0.00,0.03,0.25,0.86,-90.76
64156,0.36,0.62,9.86,-0.01,0.00,0.03,0.63,1.94,-86.50
64163,0.34,0.60,9.82,-0.01,0.00,0.03,0.12,2.32,-90.84
64170,0.33,0.60,9.83,-0.01,0.00,0.02,0.96,1.52,-91.06
64177,0.32,0.59,9.84,-0.01,0.00,0.02,0.79,1.64,-90.91
64184,0.31,0.60,9.84,-0.01,0.00,0.02,0.95,1.40,-91.16
64191,0.33,0.61,9.86,-0.00,-0.00,0.01,0.67,0.99,-91.14
64198,0.34,0.64,9.88,-0.00,-0.00,0.00,0.44,1.13,-90.91
64205,0.37,0.66,9.90,-0.00,-0.01,-0.00,1.07,0.85,-88.37
64212,0.37,0.69,9.90,-0.00,-0.01,-0.00,0.29,2.38,-88.07
64219,0.38,0.73,9.89,-0.00,-0.01,-0.01,1.56,0.69,-90.92
64226,0.38,0.74,9.91,-0.01,-0.01,-0.01,0.92,0.64,-90.68
64233,0.40,0.78,9.89,-0.01,-0.01,-0.01,1.24,1.04,-91.08
64240,0.41,0.78,9.89,-0.01,-0.01,-0.01,1.20,0.79,-90.51
64247,0.46,0.81,9.87,-0.02,-0.01,-0.01,0.88,1.02,-90.88
64254,0.45,0.81,9.86,-0.02,-0.01,0.00,0.69,0.98,-86.60
64261,0.45,0.82,9.86,-0.03,-0.01,0.01,-0.32,1.14,-91.49
64268,0.46,0.82,9.86,-0.03,-0.01,0.01,0.41,1.08,-90.76
64275,0.43,0.83,9.86,-0.03,-0.01,0.02,0.76,1.20,-91.19
64282,0.43,0.80,9.87,-0.03,-0.01,0.02,0.56,1.49,-91.49
64289,0.39,0.80,9.89,-0.03,-0.01,0.02,0.98,1.58,-90.84
64296,0.39,0.78,9.89,-0.03,-0.01,0.02,0.95,1.30,-90.97
64303,0.37,0.77,9.90,-0.04,-0.01,0.02,0.95,1.55,-87.15
64310,0.37,0.76,9.91,-0.04,-0.01,0.01,-0.80,2.82,-89.42
64317,0.36,0.74,9.91,-0.04,-0.01,0.01,0.42,1.36,-89.90
64324,0.36,0.75,9.91,-0.04,-0.01,0.01,0.61,1.37,-89.62
64331,0.36,0.76,9.91,-0.04,-0.01,0.00,0.61,1.37,-90.18
64338,0.36,0.75,9.90,-0.05,-0.01,-0.00,0.61,0.54,-90.27
64345,0.36,0.76,9.88,-0.05,-0.01,-0.01,0.57,0.94,-90.15
64352,0.37,0.75,9.89,-0.05,-0.01,-0.01,0.69,1.11,-90.78
64359,0.39,0.74,9.86,-0.05,-0.01,-0.02,-0.20,2.18,-86.50
64366,0.38,0.76,9.86,-0.05,-0.01,-0.02,1.04,0.64,-91.07
64373,0.40,0.71,9.85,-0.05,-0.02,-0.03,0.75,1.84,-91.32
64380,0.42,0.67,9.86,-0.05,-0.02,-0.03,0.44,1.68,-90.94
64387,0.47,0.57,9.84,-0.05,-0.01,-0.03,0.44,1.96,-90.97
64394,0.47,0.55,9.85,-0.04,-0.01,-0.03,0.72,2.40,-90.53
64401,0.48,0.55,9.88,-0.02,-0.01,-0.02,0.72,2.89,-86.83
64408,0.44,0.57,9.91,-0.02,-0.01,-0.02,-0.04,3.39,-90.35
64415,0.43,0.66,9.97,-0.01,-0.01,-0.02,0.29,1.70,-90.54
64422,0.42,0.68,10.02,-0.01,-0.01,-0.01,0.64,1.70,-89.77
64429,0.48,0.70,10.04,-0.02,-0.01,-0.01,0.70,1.51,-90.18
64436,0.51,0.69,10.06,-0.02,-0.01,-0.01,0.07,1.71,-89.77
64443,0.56,0.83,10.07,-0.03,-0.01,0.00,0.34,1.43,-89.58
64450,0.60,0.95,10.08,-0.03,-0.01,0.01,0.44,1.55,-88.67
64457,0.59,1.16,10.02,-0.05,-0.00,0.02,-0.37,3.65,-87.99
64464,0.58,1.28,9.97,-0.05,-0.00,0.02,0.44,1.75,-91.07
64471,0.59,1.38,9.88,-0.07,0.00,0.03,0.20,1.56,-91.44
64478,0.60,1.34,9.83,-0.12,0.01,0.05,0.16,1.71,-90.82
64485,0.64,1.19,9.79,-0.15,0.01,0.06,0.58,1.97,-91.48
64492,0.68,1.12,9.80,-0.15,0.01,0.06,0.31,1.97,-91.48
64499,0.69,1.00,9.89,-0.15,0.01,0.06,0.28,3.57,-86.22
64506,0.68,0.99,9.94,-0.13,0.02,0.05,-0.28,2.08,-90.46
64513,0.67,1.01,10.04,-0.12,0.02,0.03,0.50,2.18,-90.88
64520,0.64,1.05,10.09,-0.12,0.02,0.03,0.50,2.54,-91.26
64527,0.58,1.05,10.13,-0.13,0.02,0.02,0.26,2.12,-90.53
64534,0.57,1.00,10.12,-0.16,0.03,0.02,0.50,2.09,-89.56
64541,0.49,0.88,10.07,-0.20,0.03,0.03,0.80,1.84,-90.25
64548,0.44,0.82,10.07,-0.20,0.03,0.03,0.32,1.84,-86.45
64555,0.37,0.73,9.99,-0.23,0.03,0.02,-0.41,3.41,-89.24
64562,0.33,0.70,9.99,-0.23,0.04,0.01,0.88,1.59,-90.82
64569,0.27,0.68,9.95,-0.22,0.03,-0.00,0.88,2.03,-90.63
64576,0.27,0.72,9.95,-0.22,0.03,-0.00,0.79,2.13,-91.06
64583,0.27,0.81,9.94,-0.20,0.03,-0.02,0.85,2.06,-91.23
64590,0.30,0.81,9.94,-0.19,0.02,-0.04,1.17,2.46,-91.10
64597,0.34,0.82,9.99,-0.19,0.02,-0.05,-0.67,4.50,-86.25
64604,0.39,0.85,9.99,-0.19,0.02,-0.05,1.05,3.05,-91.84
64611,0.44,0.84,10.05,-0.19,0.02,-0.05,0.85,3.45,-92.12
64618,0.44,0.85,10.05,-0.20,0.02,-0.04,0.80,3.68,-91.33
64625,0.40,0.82,10.06,-0.21,0.02,-0.04,1.07,3.38,-90.98
64632,0.40,0.79,10.05,-0.21,0.02,-0.04,1.08,3.26,-90.94
64639,0.37,0.81,10.01,-0.22,0.02,-0.03,0.31,3.35,-90.11
64646,0.33,0.82,10.01,-0.22,0.02,-0.03,0.19,4.09,-85.87
64653,0.26,0.77,9.98,-0.23,0.02,-0.03,-0.85,4.31,-90.11
64660,0.23,0.83,9.95,-0.23,0.02,-0.03,0.04,3.23,-90.32
64667,0.20,0.80,9.86,-0.23,0.02,-0.04,0.26,3.20,-90.32
64674,0.18,0.82,9.83,-0.23,0.02,-0.05,0.56,3.52,-90.53
64681,0.17,0.80,9.78,-0.24,0.01,-0.06,0.61,3.61,-90.37
64688,0.16,0.80,9.77,-0.24,0.01,-0.06,0.39,3.49,-91.35
64695,0.17,0.82,9.77,-0.24,0.01,-0.08,0.69,3.46,-89.68
64702,0.16,0.80,9.78,-0.24,0.01,-0.10,2.79,3.58,-91.38
64709,0.18,0.77,9.84,-0.24,0.01,-0.11,0.58,4.18,-91.60
64716,0.22,0.76,9.88,-0.24,0.01,-0.11,0.35,4.46,-91.45
64723,0.25,0.67,9.93,-0.25,0.00,-0.12,0.19,4.72,-92.31
64730,0.30,0.62,9.95,-0.25,0.00,-0.12,0.51,4.60,-91.55
64737,0.36,0.60,9.99,-0.26,-0.00,-0.12,0.58,4.27,-91.64
64744,0.42,0.53,9.99,-0.26,-0.00,-0.12,0.09,5.88,-86.60
64751,0.49,0.44,10.02,-0.27,-0.01,-0.12,-0.29,4.30,-90.40
64758,0.57,0.41,10.03,-0.28,-0.01,-0.12,0.09,4.47,-90.00
64765,0.65,0.34,10.01,-0.30,-0.01,-0.10,0.34,4.37,-90.68
64772,0.69,0.35,9.99,-0.30,-0.01,-0.10,0.56,4.40,-89.45
64779,0.78,0.32,10.00,-0.31,-0.02,-0.09,0.56,4.97,-89.86
64786,0.79,0.34,9.99,-0.32,-0.01,-0.07,0.26,4.22,-90.27
64793,0.76,0.38,9.96,-0.34,-0.01,-0.05,0.50,4.76,-86.29
64800,0.73,0.40,9.96,-0.34,-0.01,-0.05,-0.41,6.28,-88.26
64807,0.62,0.44,9.93,-0.36,0.00,-0.01,0.06,4.66,-90.79
64814,0.58,0.44,9.94,-0.37,0.01,0.02,-0.13,5.42,-90.18
64821,0.49,0.44,9.93,-0.38,0.01,0.05,0.12,5.73,-90.92
64828,0.43,0.45,9.98,-0.38,0.01,0.05,0.10,5.85,-90.81
64835,0.31,0.40,10.06,-0.40,0.02,0.07,0.38,6.09,-90.15
64842,0.26,0.42,10.09,-0.41,0.02,0.08,-0.37,7.91,-85.63
64849,0.17,0.43,10.15,-0.43,0.02,0.06,0.29,5.96,-90.54
64856,0.11,0.43,10.17,-0.43,0.02,0.06,0.48,6.08,-90.32
64863,0.09,0.38,10.18,-0.47,0.02,0.04,0.58,5.99,-90.44
64870,0.06,0.41,10.20,-0.50,0.02,0.01,0.41,6.26,-89.65
64877,0.10,0.27,10.18,-0.54,0.01,-0.03,0.45,6.49,-89.56
64884,0.11,0.26,10.17,-0.54,0.01,-0.03,1.11,6.53,-89.08
64891,0.16,0.26,10.17,-0.57,0.01,-0.06,0.76,7.12,-85.08
64898,0.19,0.30,10.17,-0.59,0.00,-0.10,-0.16,8.26,-89.37
64905,0.32,0.26,10.14,-0.63,-0.00,-0.12,0.86,7.16,-89.83
64912,0.39,0.25,10.13,-0.63,-0.00,-0.12,0.57,7.47,-89.11
64919,0.58,0.19,10.04,-0.66,-0.01,-0.14,-0.03,7.47,-89.56
64926,0.65,0.18,10.01,-0.69,-0.02,-0.14,0.10,8.45,-90.00
64933,0.74,0.11,9.96,-0.71,-0.02,-0.14,0.37,8.39,-88.47
64940,0.79,0.10,9.98,-0.71,-0.02,-0.14,-0.25,10.33,-85.76
64947,0.83,0.10,10.08,-0.71,-0.02,-0.11,0.19,8.97,-89.35
64954,0.82,0.17,10.11,-0.72,-0.01,-0.09,0.69,9.19,-88.72
64961,0.76,0.20,10.16,-0.74,0.00,-0.06,0.41,9.63,-88.92
64968,0.71,0.16,10.19,-0.74,0.00,-0.06,0.10,9.09,-88.13
64975,0.59,0.07,10.22,-0.78,0.02,-0.03,0.25,9.51,-87.94
64982,0.57,0.03,10.21,-0.82,0.03,-0.00,0.19,10.03,-87.83
64989,0.48,-0.02,10.13,-0.84,0.03,0.02,0.16,11.93,-83.21
64996,0.45,-0.06,10.07,-0.84,0.03,0.02,-0.64,10.06,-87.45
65003,0.37,-0.26,9.98,-0.88,0.03,0.02,0.37,10.54,-87.53
65010,0.35,-0.30,9.87,-0.92,0.03,0.00,0.20,11.03,-87.34
65017,0.34,-0.47,9.77,-0.95,0.03,-0.02,-0.06,11.17,-88.13
65024,0.36,-0.56,9.69,-0.95,0.03,-0.02,0.54,11.46,-87.40
65031,0.33,-0.61,9.66,-0.96,0.02,-0.05,0.25,11.77,-84.45
65038,0.36,-0.66,9.68,-0.95,0.02,-0.08,-0.61,14.12,-86.69
65045,0.35,-0.61,9.70,-0.95,0.02,-0.10,0.23,12.77,-88.80
65052,0.40,-0.63,9.66,-0.95,0.02,-0.10,0.51,13.39,-87.37
65059,0.49,-0.72,9.55,-0.98,0.01,-0.12,0.12,13.87,-87.40
65066,0.53,-0.83,9.50,-1.02,0.01,-0.12,0.04,13.75,-86.71
65073,0.57,-1.05,9.45,-1.02,0.01,-0.12,0.25,13.48,-86.70
65080,0.62,-1.07,9.43,-1.04,0.01,-0.12,-0.10,14.00,-86.19
65087,0.67,-1.15,9.38,-1.04,0.01,-0.11,-1.01,15.83,-81.47
65094,0.67,-1.20,9.35,-1.04,0.02,-0.10,-0.28,14.28,-85.85
