timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
8469,-0.38,0.54,9.85,0.01,0.00,-0.00,4.17,4.05,-83.09
8476,-0.37,0.56,9.88,0.01,0.00,-0.00,3.58,2.82,-87.74
8483,-0.35,0.57,9.86,0.00,0.00,-0.00,4.19,2.66,-88.34
8490,-0.35,0.61,9.87,0.00,0.00,-0.00,3.84,2.70,-88.56
8497,-0.36,0.61,9.85,-0.00,0.00,0.00,4.36,3.20,-89.24
8504,-0.37,0.63,9.86,-0.01,0.00,0.01,4.00,2.94,-89.45
8511,-0.39,0.56,9.85,-0.01,0.01,0.01,4.03,3.57,-85.78
8518,-0.40,0.56,9.86,-0.01,0.01,0.01,3.33,4.66,-88.82
8525,-0.43,0.50,9.85,-0.02,0.01,0.01,4.52,4.11,-88.79
8532,-0.45,0.48,9.86,-0.02,0.01,0.01,4.30,3.49,-88.69
8539,-0.46,0.43,9.85,-0.02,0.01,0.00,4.22,3.45,-88.60
8546,-0.45,0.41,9.83,-0.02,0.01,0.00,3.95,3.35,-88.54
8553,-0.44,0.35,9.85,-0.02,0.01,0.00,3.74,3.49,-89.02
8560,-0.43,0.34,9.85,-0.01,0.00,0.00,3.81,3.38,-88.09
8567,-0.42,0.32,9.85,-0.01,0.00,0.00,3.08,4.94,-83.60
8574,-0.43,0.32,9.85,-0.01,0.00,0.00,3.49,3.33,-87.37
8581,-0.42,0.30,9.85,-0.00,0.00,0.00,4.41,2.95,-88.47
8588,-0.42,0.28,9.85,0.00,0.00,0.00,4.30,3.23,-88.07
8595,-0.43,0.31,9.85,0.01,0.00,0.00,4.43,2.86,-88.56
8602,-0.41,0.28,9.84,0.01,0.00,0.00,4.31,3.27,-88.56
8609,-0.44,0.30,9.84,0.02,0.00,0.01,4.30,6.87,-85.24
8616,-0.42,0.32,9.85,0.02,0.00,0.01,3.04,3.39,-88.89
8623,-0.44,0.33,9.87,0.03,0.00,0.01,4.03,3.17,-88.92
8630,-0.45,0.36,9.84,0.03,0.00,0.01,4.63,3.32,-89.05
8637,-0.44,0.38,9.85,0.03,-0.00,0.01,4.53,3.62,-88.50
8644,-0.43,0.40,9.86,0.04,-0.00,0.01,4.12,3.52,-88.06
8651,-0.43,0.43,9.86,0.04,-0.00,0.01,4.52,2.98,-88.63
8658,-0.43,0.46,9.86,0.04,-0.00,0.01,4.38,3.03,-86.00
8665,-0.43,0.47,9.88,0.04,-0.00,0.01,3.48,4.21,-83.60
8672,-0.42,0.49,9.86,0.04,-0.00,0.01,3.84,3.13,-87.47
8679,-0.39,0.48,9.87,0.04,-0.00,0.01,3.86,2.95,-87.91
8686,-0.40,0.49,9.85,0.04,-0.00,0.01,4.22,2.98,-87.80
8693,-0.39,0.49,9.85,0.03,-0.00,0.01,4.14,3.08,-88.09
8700,-0.37,0.49,9.84,0.03,-0.00,0.01,3.90,2.78,-88.42
8707,-0.38,0.51,9.84,0.03,0.00,0.01,4.11,2.98,-88.21
8714,-0.40,0.48,9.84,0.03,0.00,0.01,3.99,4.25,-84.10
8721,-0.41,0.48,9.84,0.03,0.00,0.02,4.09,3.03,-88.92
8728,-0.42,0.50,9.85,0.03,0.00,0.02,4.33,2.89,-88.54
8735,-0.44,0.54,9.87,0.03,0.00,0.03,4.11,3.13,-88.97
8742,-0.43,0.56,9.88,0.03,0.00,0.03,4.53,3.35,-89.30
8749,-0.45,0.60,9.88,0.03,0.00,0.03,4.46,2.94,-88.91
8756,-0.45,0.63,9.88,0.02,-0.00,0.02,4.33,2.86,-84.77
8763,-0.46,0.63,9.86,0.01,-0.00,0.02,3.70,4.37,-87.46
8770,-0.46,0.64,9.86,0.01,-0.00,0.02,4.27,2.76,-88.00
8777,-0.45,0.61,9.86,0.01,-0.00,0.02,4.38,2.82,-87.85
8784,-0.44,0.61,9.87,0.01,-0.00,0.01,4.53,2.63,-88.19
8791,-0.44,0.59,9.87,0.00,-0.01,-0.00,4.19,2.59,-87.97
8798,-0.44,0.57,9.88,0.00,-0.01,-0.00,4.33,2.72,-88.19
8805,-0.43,0.54,9.88,0.00,-0.01,-0.01,4.30,2.85,-87.90
8812,-0.41,0.49,9.88,0.00,-0.01,-0.01,3.03,4.49,-83.47
8819,-0.38,0.47,9.85,-0.00,-0.01,-0.01,3.77,2.66,-88.12
8826,-0.36,0.45,9.84,-0.00,-0.01,-0.01,4.03,2.97,-88.69
8833,-0.38,0.45,9.82,0.00,-0.01,-0.00,3.93,2.53,-89.33
8840,-0.38,0.47,9.83,0.01,-0.01,0.00,3.86,2.82,-88.79
8847,-0.38,0.51,9.82,0.01,-0.01,0.00,4.14,3.05,-88.86
8854,-0.40,0.51,9.86,0.01,-0.01,0.00,3.67,3.90,-85.14
8861,-0.40,0.55,9.87,0.02,-0.01,0.01,3.99,4.47,-89.42
8868,-0.42,0.57,9.88,0.02,-0.00,0.01,4.68,3.23,-89.05
8875,-0.41,0.54,9.87,0.02,-0.00,0.00,4.38,3.17,-89.20
8882,-0.43,0.52,9.85,0.02,-0.00,0.00,4.18,3.14,-88.56
8889,-0.40,0.51,9.83,0.02,-0.00,-0.00,4.31,2.65,-87.99
8896,-0.39,0.47,9.83,0.02,-0.00,-0.00,4.46,2.94,-88.00
8903,-0.39,0.46,9.83,0.02,-0.00,-0.00,4.34,2.53,-85.36
8910,-0.38,0.49,9.82,0.02,-0.00,-0.00,3.80,4.52,-85.62
8917,-0.36,0.47,9.84,0.02,-0.00,-0.00,4.34,2.69,-88.64
8924,-0.36,0.47,9.84,0.02,-0.00,0.00,4.19,2.84,-88.88
8931,-0.33,0.50,9.85,0.02,-0.00,0.01,4.21,3.13,-88.76
8938,-0.36,0.53,9.85,0.02,-0.00,0.01,4.12,2.60,-89.93
8945,-0.39,0.61,9.86,0.03,-0.00,0.02,4.43,2.57,-90.25
8952,-0.41,0.61,9.87,0.02,0.00,0.03,3.71,4.76,-84.95
8959,-0.42,0.66,9.89,0.02,0.00,0.03,3.87,3.43,-89.02
8966,-0.43,0.68,9.88,0.02,0.00,0.03,3.90,3.20,-90.31
8973,-0.45,0.64,9.87,0.01,0.00,0.02,4.33,3.22,-89.51
8980,-0.46,0.61,9.87,-0.00,0.00,0.01,4.14,3.07,-89.49
8987,-0.46,0.54,9.85,-0.01,0.00,0.00,4.52,2.98,-89.29
8994,-0.45,0.51,9.85,-0.01,0.00,0.00,4.06,2.91,-89.18
9001,-0.40,0.47,9.84,-0.01,-0.00,-0.00,4.09,2.86,-85.25
9008,-0.39,0.44,9.84,-0.01,-0.00,-0.00,3.54,4.14,-88.21
9015,-0.37,0.43,9.85,-0.00,-0.00,-0.00,4.00,2.67,-88.34
9022,-0.36,0.46,9.85,-0.00,-0.00,-0.00,4.68,2.63,-88.75
9029,-0.36,0.45,9.84,-0.00,0.00,0.01,4.68,2.66,-89.01
9036,-0.38,0.45,9.83,-0.00,0.00,0.01,4.06,2.57,-89.32
9043,-0.38,0.48,9.83,0.00,0.00,0.02,4.25,2.48,-88.54
9050,-0.40,0.49,9.86,0.00,0.00,0.02,4.25,2.62,-88.95
9057,-0.41,0.49,9.86,0.00,0.00,0.02,3.52,4.50,-89.64
9064,-0.40,0.50,9.86,0.01,0.00,0.02,3.76,2.94,-89.99
9071,-0.43,0.49,9.87,0.00,0.00,0.01,3.73,3.39,-90.50
9078,-0.42,0.50,9.86,0.00,0.00,0.01,4.09,3.55,-90.11
9085,-0.41,0.45,9.84,0.00,0.00,0.01,3.96,3.60,-89.26
9092,-0.42,0.45,9.84,0.00,0.00,0.01,4.43,3.35,-89.75
9099,-0.39,0.45,9.83,0.00,0.00,0.00,4.18,4.08,-84.76
9106,-0.39,0.46,9.83,0.00,0.00,0.00,3.60,4.17,-89.04
9113,-0.37,0.48,9.84,0.01,0.00,0.01,4.00,2.94,-88.60
9120,-0.38,0.48,9.84,0.01,0.00,0.01,3.87,2.86,-88.85
9127,-0.39,0.49,9.85,0.01,0.00,0.02,4.18,3.05,-88.40
9134,-0.41,0.54,9.85,0.01,0.00,0.02,4.08,2.21,-88.26
9141,-0.40,0.58,9.87,0.01,0.00,0.02,4.19,2.66,-89.10
9148,-0.43,0.58,9.86,0.01,0.00,0.02,3.76,3.00,-87.74
9155,-0.41,0.59,9.86,0.01,0.00,0.02,3.68,2.82,-89.61
9162,-0.41,0.60,9.87,0.01,0.00,0.02,4.00,3.03,-89.20
9169,-0.42,0.63,9.85,0.01,0.00,0.02,3.84,2.38,-89.26
9176,-0.43,0.62,9.86,0.01,0.00,0.01,3.98,3.07,-89.55
9183,-0.42,0.58,9.85,0.00,0.00,0.01,4.27,2.86,-89.17
9190,-0.41,0.54,9.87,0.00,0.00,0.01,3.71,3.05,-88.89
9197,-0.43,0.45,9.84,0.00,0.00,0.00,3.83,4.84,-84.86
9204,-0.43,0.41,9.84,0.00,0.00,0.00,3.22,4.87,-84.65
9211,-0.43,0.34,9.85,0.00,-0.00,-0.00,3.41,3.26,-89.11
9218,-0.41,0.33,9.84,0.00,-0.00,-0.00,4.11,3.51,-88.75
9225,-0.41,0.31,9.84,0.01,-0.00,0.00,4.43,3.22,-88.38
9232,-0.41,0.31,9.85,0.02,-0.00,0.00,3.55,2.86,-88.57
9239,-0.39,0.31,9.82,0.03,-0.00,0.01,3.89,3.10,-88.97
9246,-0.40,0.32,9.82,0.03,-0.00,0.01,4.00,2.66,-84.65
9253,-0.40,0.37,9.82,0.04,-0.00,0.01,3.64,4.37,-88.60
9260,-0.43,0.36,9.83,0.05,-0.00,0.01,4.49,2.84,-88.45
9267,-0.45,0.36,9.85,0.05,-0.00,0.02,4.97,2.78,-88.42
9274,-0.43,0.35,9.83,0.05,-0.00,0.02,4.41,2.92,-89.14
9281,-0.45,0.32,9.84,0.06,-0.00,0.02,3.90,2.63,-88.75
9288,-0.46,0.32,9.84,0.06,-0.01,0.02,4.00,3.04,-89.30
9295,-0.47,0.34,9.81,0.07,-0.01,0.01,3.70,5.00,-85.44
9302,-0.44,0.33,9.80,0.07,-0.01,0.01,3.90,3.29,-89.54
9309,-0.43,0.32,9.81,0.08,-0.01,0.02,3.95,3.20,-89.20
9316,-0.43,0.35,9.80,0.10,-0.01,0.02,4.24,3.54,-89.27
