timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
13475,1.34,1.11,9.76,-0.00,0.00,0.01,-3.84,0.53,-87.52
13482,1.36,1.10,9.76,-0.00,0.00,0.01,-4.63,2.18,-85.91
13489,1.36,1.08,9.75,-0.00,0.01,0.01,-3.95,0.00,-88.56
13496,1.34,1.08,9.74,-0.00,0.01,0.01,-4.47,-0.37,-89.11
13503,1.31,1.09,9.76,-0.00,0.01,0.01,-4.66,-0.20,-89.26
13510,1.29,1.11,9.77,-0.00,0.01,0.01,-4.12,0.61,-88.91
13517,1.30,1.11,9.79,-0.00,0.01,0.01,-4.22,0.51,-89.24
13524,1.27,1.11,9.80,-0.00,0.01,0.01,-4.49,2.91,-84.35
13531,1.27,1.12,9.78,-0.00,0.01,0.01,-4.68,0.99,-89.65
13538,1.28,1.10,9.78,-0.01,0.00,0.01,-3.83,1.01,-89.17
13545,1.27,1.07,9.77,-0.01,0.00,0.01,-4.15,0.35,-89.55
13552,1.28,1.03,9.74,-0.01,0.00,0.01,-3.65,0.98,-89.02
13559,1.30,1.02,9.73,-0.01,0.00,0.00,-3.62,0.56,-88.97
13566,1.34,0.99,9.72,-0.00,-0.00,-0.00,-3.70,0.37,-89.67
13573,1.34,0.98,9.74,0.00,-0.00,-0.00,-3.87,0.03,-85.55
13580,1.35,1.01,9.76,0.00,-0.00,-0.00,-4.30,2.13,-87.37
13587,1.37,1.04,9.79,0.01,-0.00,-0.01,-3.73,0.50,-88.44
13594,1.36,1.05,9.81,0.01,-0.00,-0.01,-3.87,-0.07,-88.86
13601,1.37,1.07,9.79,0.01,-0.00,-0.00,-4.18,0.01,-89.42
13608,1.36,1.06,9.78,0.01,-0.00,-0.00,-4.11,0.82,-89.71
13615,1.38,1.06,9.78,0.01,-0.00,0.00,-4.08,0.26,-90.15
13622,1.37,1.06,9.73,0.00,0.00,0.01,-4.38,1.67,-84.52
13629,1.37,1.07,9.72,0.00,0.00,0.02,-4.33,0.85,-90.44
13636,1.36,1.06,9.70,0.00,0.00,0.02,-4.24,0.61,-90.09
13643,1.35,1.04,9.70,0.00,0.00,0.03,-3.73,0.67,-89.61
13650,1.34,1.05,9.71,0.00,0.00,0.03,-3.70,0.98,-89.74
13657,1.32,1.09,9.70,0.00,0.00,0.02,-3.86,0.95,-89.33
13664,1.30,1.10,9.73,0.00,0.00,0.02,-3.77,0.34,-89.32
13671,1.27,1.10,9.74,0.00,0.00,0.02,-3.98,0.42,-84.98
13678,1.26,1.10,9.77,0.00,0.00,0.01,-4.66,1.14,-89.29
13685,1.25,1.10,9.76,0.00,0.00,0.00,-4.06,-0.19,-89.33
13692,1.25,1.08,9.79,0.00,0.00,0.00,-4.03,-0.10,-89.08
13699,1.26,1.06,9.80,0.00,-0.00,0.00,-4.34,-0.25,-88.99
13706,1.28,1.03,9.79,0.00,-0.00,-0.00,-3.98,0.01,-89.13
13713,1.27,1.05,9.79,-0.00,-0.01,-0.01,-3.92,0.20,-89.35
13720,1.30,1.03,9.80,-0.00,-0.01,-0.01,-3.89,-0.25,-88.63
13727,1.31,1.01,9.77,-0.00,-0.01,-0.01,-5.03,1.30,-86.35
13734,1.32,1.03,9.77,-0.00,-0.01,-0.02,-4.41,-0.29,-89.73
13741,1.33,1.03,9.76,-0.00,-0.01,-0.02,-4.75,0.79,-89.59
13748,1.33,1.04,9.76,-0.00,-0.01,-0.02,-4.12,0.72,-90.16
13755,1.33,1.04,9.76,-0.00,-0.01,-0.02,-4.60,0.96,-90.05
13762,1.35,1.04,9.75,-0.00,-0.01,-0.02,-4.37,0.91,-90.02
13769,1.37,1.07,9.75,-0.00,-0.01,-0.01,-4.24,2.82,-84.87
13776,1.36,1.06,9.74,-0.00,-0.01,-0.01,-4.50,0.58,-89.23
13783,1.37,1.06,9.75,-0.00,-0.00,-0.01,-4.12,0.47,-89.29
13790,1.37,1.07,9.78,0.00,-0.00,-0.01,-4.06,0.41,-88.91
13797,1.35,1.06,9.77,0.00,-0.00,-0.01,-3.67,0.75,-88.40
13804,1.36,1.09,9.77,0.00,-0.00,-0.01,-3.71,0.60,-88.44
13811,1.35,1.08,9.78,0.00,-0.00,-0.00,-3.96,0.16,-88.83
13818,1.33,1.10,9.76,0.00,-0.00,0.00,-4.33,-0.28,-84.87
13825,1.32,1.09,9.74,0.00,-0.00,0.01,-4.65,2.29,-87.39
13832,1.32,1.06,9.73,0.00,-0.00,0.01,-4.43,0.38,-89.55
13839,1.30,1.06,9.73,0.00,-0.00,0.01,-4.63,0.07,-89.73
13846,1.33,1.04,9.74,0.00,-0.00,0.02,-4.68,0.63,-89.75
13853,1.32,1.03,9.73,0.01,-0.00,0.02,-4.38,0.73,-90.18
13860,1.31,1.03,9.78,0.01,-0.00,0.02,-3.98,0.91,-90.02
13867,1.32,1.04,9.76,0.01,-0.01,0.01,-4.62,2.46,-85.31
13874,1.33,1.08,9.78,0.02,-0.01,-0.00,-4.33,0.88,-89.90
13881,1.34,1.08,9.78,0.01,-0.01,-0.01,-4.21,0.50,-89.93
13888,1.32,1.09,9.79,0.01,-0.01,-0.01,-4.52,0.58,-89.75
13895,1.34,1.08,9.77,0.01,-0.01,-0.02,-4.31,0.72,-90.03
13902,1.36,1.08,9.75,0.01,-0.01,-0.01,-3.96,0.73,-89.42
13909,1.37,1.06,9.75,0.01,-0.01,-0.01,-4.43,0.57,-89.51
