timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
25894,4.55,-0.26,8.62,0.04,-0.23,-0.49,-16.27,16.98,-88.19
25901,4.58,-0.21,8.69,0.05,-0.23,-0.49,-16.52,15.58,-93.12
25908,4.62,-0.08,8.89,0.05,-0.23,-0.49,-16.11,15.55,-94.42
25915,4.63,-0.06,8.94,0.02,-0.23,-0.49,-16.02,15.14,-93.55
25922,4.71,-0.09,8.95,0.02,-0.22,-0.51,-16.38,15.67,-94.08
25929,4.77,-0.13,8.90,-0.02,-0.22,-0.51,-16.37,15.83,-94.10
25936,4.92,-0.35,8.68,-0.06,-0.22,-0.53,-16.43,16.56,-89.10
25943,4.99,-0.48,8.56,-0.08,-0.21,-0.54,-17.47,16.46,-93.69
25950,5.13,-0.74,8.29,-0.08,-0.19,-0.54,-16.85,15.78,-93.55
25957,5.19,-0.83,8.19,-0.09,-0.19,-0.54,-16.90,15.84,-93.35
25964,5.16,-0.90,8.22,-0.07,-0.16,-0.52,-17.16,15.68,-93.55
25971,5.06,-0.93,8.37,-0.06,-0.13,-0.49,-17.33,15.39,-93.16
25978,4.74,-0.85,8.83,-0.06,-0.13,-0.45,-17.28,15.16,-92.79
25985,4.51,-0.69,9.13,-0.05,-0.11,-0.45,-16.98,15.21,-91.33
25992,4.12,-0.53,9.65,-0.04,-0.09,-0.39,-18.27,16.92,-88.51
25999,3.99,-0.51,9.81,-0.05,-0.07,-0.38,-17.35,14.81,-92.21
26006,3.93,-0.61,9.63,-0.05,-0.07,-0.43,-17.10,15.07,-92.50
26013,4.06,-0.71,9.33,-0.08,-0.04,-0.43,-17.60,15.36,-92.31
26020,4.55,-0.94,8.53,-0.12,-0.01,-0.55,-17.55,15.20,-92.22
26027,4.80,-1.01,8.15,-0.14,0.03,-0.66,-17.71,15.10,-92.53
26034,5.24,-1.06,7.59,-0.14,0.03,-0.68,-17.70,17.89,-88.92
26041,5.34,-1.15,7.36,-0.14,0.09,-0.68,-18.63,15.54,-92.94
26048,5.26,-1.13,7.14,-0.13,0.16,-0.60,-17.86,15.16,-93.13
26055,5.01,-1.04,7.15,-0.11,0.25,-0.47,-18.14,15.83,-92.82
26062,4.14,-0.83,7.62,-0.11,0.25,-0.32,-17.30,15.80,-92.20
26069,3.59,-0.78,8.12,-0.10,0.32,-0.32,-17.26,15.33,-91.79
26076,2.65,-0.87,9.43,-0.09,0.37,-0.18,-17.30,15.65,-92.59
26083,2.28,-0.98,10.16,-0.12,0.38,-0.10,-17.23,15.67,-88.85
26090,2.12,-1.07,11.55,-0.12,0.38,-0.12,-17.74,17.42,-90.50
26097,2.21,-0.98,12.21,-0.13,0.36,-0.12,-17.16,15.01,-91.84
26104,2.66,-0.39,13.01,-0.11,0.34,-0.22,-16.95,15.48,-91.82
26111,2.95,0.07,13.11,-0.11,0.33,-0.38,-16.98,15.19,-91.60
26118,3.52,0.88,12.75,-0.11,0.33,-0.49,-16.71,15.23,-92.74
26125,3.77,1.10,12.39,-0.16,0.36,-0.49,-17.00,15.26,-92.66
26132,4.27,0.87,11.69,-0.23,0.39,-0.51,-16.38,15.08,-92.94
26139,4.30,0.66,11.38,-0.29,0.44,-0.47,-17.41,16.44,-93.35
26146,4.58,-0.18,10.90,-0.29,0.44,-0.44,-16.79,15.27,-93.44
26153,4.67,-0.38,10.78,-0.33,0.47,-0.44,-16.24,15.62,-93.38
26160,4.73,-0.46,10.52,-0.32,0.51,-0.41,-16.43,15.65,-93.13
26167,4.79,-0.43,10.40,-0.27,0.54,-0.34,-16.09,15.52,-92.91
26174,4.80,-0.18,10.07,-0.27,0.54,-0.22,-15.87,15.87,-92.88
26181,4.72,0.02,9.84,-0.23,0.57,-0.22,-16.03,16.30,-87.84
26188,4.43,0.34,9.41,-0.19,0.60,-0.08,-16.52,17.33,-92.12
26195,4.19,0.47,9.24,-0.15,0.63,0.04,-15.86,15.65,-91.79
26202,3.60,0.44,8.99,-0.15,0.63,0.09,-15.01,15.59,-92.27
26209,3.27,0.33,8.93,-0.12,0.66,0.09,-14.95,15.61,-91.87
26216,2.61,0.16,8.88,-0.11,0.69,0.09,-14.53,15.54,-91.83
26223,2.30,0.11,8.91,-0.08,0.69,0.05,-14.24,15.36,-92.25
26230,1.82,0.16,8.96,-0.08,0.69,-0.00,-14.13,15.87,-90.98
26237,1.62,0.23,9.00,-0.05,0.68,-0.00,-15.16,17.45,-88.69
26244,1.36,0.30,9.04,-0.02,0.67,-0.05,-14.06,15.73,-92.66
26251,1.22,0.30,9.04,-0.02,0.65,-0.09,-13.83,15.57,-93.39
26258,1.14,0.26,9.05,-0.02,0.65,-0.15,-13.77,15.90,-93.44
26265,1.12,0.20,9.09,-0.02,0.64,-0.15,-13.17,16.19,-93.67
26272,1.19,0.09,9.09,-0.04,0.62,-0.21,-12.51,16.05,-93.47
26279,1.26,0.00,9.06,-0.05,0.59,-0.27,-12.72,17.71,-88.44
26286,1.35,-0.09,8.95,-0.05,0.59,-0.27,-13.14,16.27,-93.25
26293,1.40,-0.17,8.88,-0.06,0.56,-0.31,-12.22,15.67,-93.07
26300,1.49,-0.23,8.69,-0.06,0.51,-0.35,-12.50,15.71,-93.23
26307,1.56,-0.29,8.60,-0.05,0.46,-0.37,-12.12,15.43,-92.47
26314,1.69,-0.28,8.47,-0.05,0.46,-0.37,-12.25,14.91,-92.71
26321,1.77,-0.26,8.47,-0.03,0.40,-0.39,-12.15,15.61,-92.72
26328,1.92,-0.22,8.54,-0.01,0.34,-0.40,-11.52,15.57,-89.42
26335,1.99,-0.26,8.62,0.00,0.29,-0.44,-12.77,17.20,-90.62
26342,2.07,-0.33,8.75,0.00,0.29,-0.44,-11.96,15.49,-92.91
26349,2.10,-0.39,8.81,0.01,0.24,-0.48,-12.26,14.78,-93.13
26356,2.08,-0.39,8.85,0.02,0.21,-0.52,-12.10,14.91,-93.26
26363,1.99,-0.33,8.87,0.04,0.18,-0.54,-12.25,15.21,-93.36
26370,1.86,-0.33,8.89,0.04,0.18,-0.54,-12.41,14.98,-94.17
26377,1.76,-0.34,8.90,0.08,0.15,-0.54,-12.35,17.47,-88.78
26384,1.55,-0.34,8.79,0.10,0.13,-0.54,-12.25,15.26,-93.67
26391,1.47,-0.36,8.70,0.12,0.10,-0.55,-11.59,15.10,-93.31
26398,1.35,-0.36,8.43,0.12,0.10,-0.55,-11.91,14.95,-93.20
26405,1.30,-0.33,8.31,0.14,0.06,-0.56,-11.87,14.69,-92.79
26412,1.18,-0.21,8.20,0.18,0.03,-0.57,-12.15,14.02,-92.65
26419,1.10,-0.10,8.19,0.23,-0.01,-0.58,-12.17,14.00,-93.03
26426,0.93,0.09,8.32,0.23,-0.01,-0.58,-12.03,14.05,-87.17
26433,0.88,0.19,8.44,0.28,-0.05,-0.59,-12.63,15.43,-93.13
26440,0.82,0.36,8.71,0.31,-0.10,-0.63,-12.39,13.68,-93.04
26447,0.81,0.44,8.84,0.33,-0.15,-0.68,-11.94,13.50,-92.62
