timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
21519,-0.13,1.93,9.68,0.01,-0.00,0.01,3.68,-4.63,-85.78
21526,-0.15,1.93,9.68,0.02,-0.00,0.00,3.05,-3.23,-85.28
21533,-0.15,1.91,9.68,0.02,-0.00,0.00,3.51,-4.95,-89.10
21540,-0.14,1.90,9.69,0.02,-0.00,0.00,3.45,-4.84,-88.61
21547,-0.15,1.91,9.69,0.02,-0.00,0.00,3.73,-4.65,-88.59
21554,-0.11,1.91,9.70,0.02,-0.00,0.00,3.58,-4.08,-89.29
21561,-0.13,1.94,9.67,0.02,-0.00,0.00,3.51,-4.36,-88.63
21568,-0.13,1.95,9.68,0.02,-0.00,-0.00,3.61,-2.84,-83.25
21575,-0.13,1.97,9.68,0.02,-0.00,-0.00,2.78,-4.57,-87.99
21582,-0.12,1.99,9.68,0.02,-0.00,0.00,3.79,-4.78,-87.90
21589,-0.15,1.99,9.68,0.02,-0.00,0.00,3.60,-5.17,-88.13
21596,-0.14,1.98,9.67,0.01,-0.00,0.00,3.45,-4.93,-88.19
21603,-0.16,1.98,9.67,0.01,-0.00,0.00,3.81,-4.74,-87.72
21610,-0.13,1.97,9.65,0.02,-0.00,0.00,3.95,-4.90,-87.61
21617,-0.13,1.98,9.66,0.02,-0.00,0.00,4.00,-4.88,-84.24
21624,-0.13,1.99,9.68,0.02,-0.00,-0.00,2.91,-3.81,-86.89
21631,-0.14,2.01,9.68,0.02,-0.00,-0.00,3.70,-5.12,-88.59
21638,-0.14,2.01,9.69,0.02,-0.00,-0.00,3.73,-5.28,-89.32
21645,-0.13,2.01,9.68,0.01,-0.00,0.00,3.52,-5.39,-89.30
21652,-0.13,2.01,9.67,0.01,-0.00,0.00,3.93,-5.16,-88.97
21659,-0.14,2.00,9.67,0.01,-0.00,0.00,3.68,-4.74,-89.48
21666,-0.16,1.99,9.66,0.01,-0.00,0.00,2.98,-2.78,-84.86
21673,-0.16,2.01,9.68,0.01,-0.00,0.00,3.65,-4.53,-88.78
21680,-0.17,2.01,9.67,0.01,-0.00,0.00,3.86,-4.43,-88.86
21687,-0.16,2.01,9.69,0.01,-0.00,0.00,4.03,-4.81,-88.42
21694,-0.15,1.99,9.66,0.01,-0.00,0.00,3.95,-5.28,-88.91
21701,-0.14,2.00,9.66,0.01,-0.00,-0.00,4.18,-4.97,-88.06
21708,-0.14,1.99,9.66,0.01,-0.00,-0.00,3.92,-5.19,-87.83
21715,-0.13,2.00,9.69,0.01,-0.00,-0.00,3.89,-4.56,-83.62
21722,-0.14,1.98,9.68,0.01,-0.00,-0.00,3.22,-3.89,-88.00
21729,-0.14,1.99,9.68,0.01,-0.00,-0.01,3.73,-5.42,-88.57
21736,-0.13,1.96,9.68,0.01,-0.00,-0.01,3.24,-5.16,-88.54
21743,-0.14,1.95,9.67,0.01,-0.00,-0.01,3.58,-5.07,-88.56
21750,-0.13,1.95,9.67,0.01,-0.00,-0.01,3.13,-5.16,-88.92
21757,-0.12,1.96,9.67,0.01,-0.00,-0.01,2.82,-5.07,-86.88
21764,-0.10,1.95,9.68,0.01,-0.00,-0.00,2.44,-3.52,-85.87
21771,-0.11,1.96,9.67,0.01,-0.00,-0.00,3.67,-4.84,-89.13
21778,-0.09,1.98,9.67,0.01,-0.01,-0.00,3.48,-4.93,-89.13
21785,-0.11,1.97,9.67,0.01,-0.00,0.00,3.70,-4.66,-88.51
21792,-0.11,1.96,9.67,0.01,-0.00,0.01,3.67,-4.63,-88.32
21799,-0.11,1.95,9.67,0.01,-0.00,0.01,3.92,-5.06,-88.97
21806,-0.12,1.96,9.67,0.02,-0.00,0.01,3.64,-4.59,-88.34
21813,-0.13,1.95,9.67,0.02,-0.00,0.01,3.33,-3.60,-83.21
21820,-0.11,1.96,9.67,0.02,-0.00,0.02,3.11,-4.97,-87.88
21827,-0.12,1.94,9.68,0.02,-0.00,0.02,4.06,-5.07,-87.84
21834,-0.11,1.98,9.67,0.02,-0.00,0.02,3.90,-5.38,-87.71
21841,-0.14,1.97,9.68,0.02,-0.00,0.02,3.86,-5.35,-88.00
21848,-0.13,1.98,9.68,0.02,-0.00,0.01,3.71,-5.09,-87.96
21855,-0.13,1.98,9.68,0.02,-0.00,0.01,4.12,-5.07,-88.75
21862,-0.13,2.00,9.68,0.02,-0.00,0.01,3.52,-4.91,-84.38
21869,-0.13,2.01,9.68,0.01,-0.00,0.02,2.53,-3.65,-88.97
21876,-0.14,2.00,9.68,0.01,-0.00,0.02,3.29,-5.25,-89.02
21883,-0.13,2.01,9.67,0.01,-0.00,0.02,3.73,-5.19,-89.29
21890,-0.13,2.00,9.66,0.01,-0.00,0.02,3.58,-5.25,-88.61
21897,-0.13,2.00,9.66,0.01,-0.00,0.02,4.14,-4.52,-88.23
21904,-0.14,2.02,9.67,0.01,-0.00,0.01,3.65,-4.98,-88.61
21911,-0.11,2.00,9.68,0.01,-0.00,0.01,3.11,-2.70,-85.40
21918,-0.11,2.01,9.67,0.01,-0.00,0.01,3.79,-5.20,-88.35
21925,-0.13,2.01,9.68,0.01,-0.00,0.01,3.61,-5.47,-88.29
21932,-0.12,2.01,9.68,0.01,-0.00,0.01,3.71,-5.73,-88.15
21939,-0.13,2.02,9.66,0.01,-0.00,0.01,3.86,-5.47,-87.66
21946,-0.11,2.03,9.66,0.01,-0.00,0.01,3.98,-5.06,-87.74
21953,-0.11,2.03,9.67,0.01,-0.00,0.02,3.83,-4.94,-87.83
21960,-0.13,2.01,9.68,0.01,-0.00,0.02,3.80,-4.14,-83.84
21967,-0.12,2.04,9.66,0.01,-0.00,0.02,3.41,-4.05,-88.57
21974,-0.12,2.03,9.68,0.01,-0.00,0.02,3.32,-4.90,-88.98
21981,-0.13,2.03,9.69,0.01,0.00,0.02,3.24,-5.29,-88.60
21988,-0.12,2.04,9.68,0.01,0.00,0.02,3.45,-5.16,-88.21
21995,-0.11,2.05,9.68,0.01,0.00,0.02,3.64,-5.14,-88.82
22002,-0.12,2.05,9.66,0.01,0.00,0.02,3.42,-4.93,-86.19
22009,-0.12,2.05,9.66,0.01,0.00,0.02,2.47,-3.19,-85.90
22016,-0.11,2.07,9.67,0.01,0.00,0.02,3.54,-5.09,-88.34
22023,-0.11,2.07,9.68,0.01,0.00,0.02,3.55,-4.94,-88.82
22030,-0.13,2.06,9.68,0.01,0.00,0.02,3.26,-5.13,-88.67
22037,-0.14,2.06,9.69,0.01,0.00,0.02,3.27,-5.13,-87.62
22044,-0.12,2.05,9.68,0.00,0.00,0.02,3.65,-5.52,-87.69
22051,-0.15,2.05,9.68,0.00,0.00,0.02,3.93,-4.97,-87.42
