timestamp,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,magnetometer_x,magnetometer_y,magnetometer_z
54173,4.63,-5.03,6.30,0.11,-0.30,0.04,-16.92,31.53,-74.61
54180,4.71,-4.98,6.26,0.16,-0.33,0.04,-17.64,32.08,-78.02
54187,4.82,-4.98,6.23,0.19,-0.36,0.04,-17.45,30.55,-78.59
54194,5.03,-4.99,6.15,0.22,-0.39,0.03,-17.52,30.12,-78.52
54201,5.16,-5.03,6.09,0.22,-0.39,0.03,-17.73,29.99,-78.28
54208,5.36,-5.11,6.08,0.24,-0.42,0.03,-18.01,30.11,-78.50
54215,5.47,-5.15,6.09,0.25,-0.43,0.03,-17.67,30.09,-78.44
54222,5.72,-5.16,6.20,0.26,-0.44,0.03,-17.95,29.51,-76.60
54229,5.90,-5.14,6.31,0.26,-0.44,0.03,-18.61,32.23,-76.15
54236,6.34,-5.02,6.56,0.29,-0.45,0.05,-17.98,29.57,-79.01
54243,6.55,-4.92,6.70,0.32,-0.44,0.09,-18.33,29.25,-78.84
54250,7.03,-4.73,6.84,0.33,-0.42,0.12,-22.42,29.38,-79.79
54257,7.26,-4.65,6.93,0.33,-0.42,0.12,-18.99,29.29,-79.95
54264,7.59,-4.55,7.09,0.34,-0.38,0.15,-18.59,29.73,-79.83
54271,7.73,-4.50,7.12,0.33,-0.32,0.18,-19.15,30.68,-74.63
54278,7.90,-4.44,6.95,0.32,-0.26,0.23,-19.32,29.32,-80.23
54285,7.87,-4.45,6.79,0.32,-0.26,0.23,-18.71,29.45,-79.45
54292,7.76,-4.57,6.42,0.32,-0.19,0.31,-18.71,29.11,-79.42
54299,7.61,-4.57,6.25,0.31,-0.13,0.37,-18.62,28.72,-78.78
54306,7.14,-4.42,6.06,0.31,-0.07,0.43,-18.21,28.57,-78.78
54313,6.92,-4.38,6.02,0.31,-0.07,0.43,-18.31,28.31,-78.97
54320,6.61,-4.52,6.20,0.32,-0.03,0.50,-18.25,28.47,-75.56
54327,6.52,-4.61,6.35,0.32,0.00,0.51,-18.90,29.98,-77.96
54334,6.44,-4.69,6.62,0.31,0.03,0.48,-17.80,28.66,-79.42
54341,6.46,-4.67,6.71,0.31,0.03,0.48,-17.99,28.54,-79.71
54348,6.62,-4.54,6.74,0.31,0.06,0.47,-18.30,28.27,-80.23
54355,6.70,-4.40,6.71,0.32,0.10,0.50,-18.01,28.68,-80.43
54362,6.71,-4.15,6.72,0.33,0.14,0.54,-17.86,28.84,-80.71
54369,6.63,-4.12,6.77,0.33,0.14,0.54,-18.49,30.28,-75.65
54376,6.45,-4.38,6.98,0.30,0.17,0.54,-17.61,29.29,-80.85
54383,6.43,-4.60,7.09,0.24,0.20,0.51,-17.47,29.19,-80.87
54390,6.56,-5.02,7.34,0.18,0.20,0.45,-16.88,29.20,-80.46
54397,6.67,-5.16,7.48,0.18,0.20,0.45,-16.65,28.56,-80.25
54404,6.92,-5.44,7.62,0.14,0.22,0.43,-16.28,28.90,-80.04
54411,7.03,-5.55,7.65,0.11,0.25,0.45,-16.49,28.50,-79.52
54418,7.16,-5.75,7.49,0.08,0.29,0.51,-16.52,29.00,-75.87
54425,7.15,-5.82,7.32,0.08,0.29,0.51,-17.22,29.06,-79.76
54432,7.01,-5.85,6.85,0.09,0.35,0.59,-15.67,28.08,-79.63
